Type,MPG,Cargo_Volume,Ground_Clearance,Price,Reliability_Rating,Climate_Control_Reliability,Viability_Score
Tacoma,28.765912287557782,30.0,6.661449700355661,4732.796167436429,9,2,43.20701773079307
Work Truck (F-250/350),12.685037441756792,46.66549937227374,5.0,23901.116513741246,2,1,5.04692375492402
Tacoma,22.361603183603393,36.682724636025135,6.64308104225277,22819.915118752204,2,10,6.496047184236529
Tacoma,18.91671002869176,122.56811330270868,5.0,20947.61979413617,3,5,50.76699377659424
Used Hearse,28.94901466608836,106.79054483024458,5.244339940786466,11190.359979595238,1,5,44.90389174655302
Work Truck (F-250/350),14.270679988252521,108.14665284982476,10.281243968432893,16118.085873070955,4,2,69.31944579862619
Minivan (Sienna/Odyssey),13.80139078909612,91.65016192129706,10.357400475952497,22428.766390771365,4,6,55.46805495135377
Minivan (Sienna/Odyssey),15.00303677277989,36.12844686348312,9.276372685354895,19399.77262463425,9,9,42.74523087791393
Used Hearse,10.0,121.90738441270437,5.112943208411173,34621.35112666151,9,2,59.80875167809976
Used Hearse,15.371224891596196,117.96424889150474,5.087179467831831,8229.632329258726,9,10,80.64406811048023
Work Truck (F-250/350),10.247484267468334,33.336165733241636,7.9891923827282945,25549.48117547541,10,2,34.92958778069372
Minivan (Sienna/Odyssey),18.75196893238104,91.38995290517164,5.0,16533.881811233055,7,3,52.25355111209332
Minivan (Sienna/Odyssey),19.708779878885796,62.79023805525595,12.510194905301452,17274.18806269406,2,7,45.40852129661712
Minivan (Sienna/Odyssey),27.380854196079433,58.75537577351207,10.632086871727015,26245.530735403463,10,6,56.81375319371224
Tacoma,22.75211919093025,91.32879904610475,7.337107478511008,25465.52069105546,5,8,45.617071671239835
Minivan (Sienna/Odyssey),15.115481721687985,83.3278993445812,8.080657516983592,34728.93580476784,4,8,32.47479545609934
Tacoma,13.50792664325821,59.1710150254276,8.625148423842658,7980.222973077882,8,6,58.97972741383833
Work Truck (F-250/350),14.166585357365062,104.77989410092744,5.0,7227.399130909156,2,10,49.9372394546152
Tacoma,11.398833964896788,37.56810017200308,7.258467852438209,26454.503330990974,6,3,19.87210954077009
Work Truck (F-250/350),14.21962306305862,88.47806820832791,5.9540472560066044,21929.994427198682,5,3,42.388362451056665
Minivan (Sienna/Odyssey),23.897200603606436,87.79303773905151,5.0,12498.980663353981,2,1,36.46928331192947
Minivan (Sienna/Odyssey),15.654121739476476,60.713606820580296,7.156699121342135,6462.000438658584,10,7,62.95990771544808
Work Truck (F-250/350),11.424540107654805,79.78399066726354,13.393059580548567,6655.405737489346,1,5,63.12910254907786
Used Hearse,24.769361870827062,101.93473813747502,5.719077447353856,31719.917114587668,8,4,50.52660324160192
Work Truck (F-250/350),12.314259775079254,97.72081057620703,6.28646303065161,9947.88706628103,2,10,48.36076259469988
Used Hearse,24.189081559867308,126.31718371486602,5.420118727847725,14024.518425581144,7,4,74.15437096219355
Tacoma,10.027861706028165,54.318309384428815,12.198066309758007,11026.348469036628,9,4,69.72183825725772
Tacoma,15.003124885231136,101.47027677510668,10.773901048738306,15004.885480790057,9,6,85.93524834843736
Tacoma,18.026218498590914,48.86968928371722,8.178891109760523,6152.139125128894,8,8,53.634121285408234
Minivan (Sienna/Odyssey),18.23490296882371,30.0,6.059189666883278,20090.853518156382,10,8,31.216697115743514
Tacoma,15.749672642603782,30.0,10.09466994084077,6095.989471358662,9,5,53.98027775117615
Used Hearse,21.114249661737492,126.31785288478538,5.90535987427787,28811.051742493208,2,6,45.54818972655046
Tacoma,12.661897853087028,31.58711942511151,10.685579660083196,11245.074539223424,6,4,41.93240796642727
Work Truck (F-250/350),12.192692442687179,122.64382545953094,9.905515405045909,20740.369352739828,4,9,71.56046747686311
Work Truck (F-250/350),11.092549171770651,30.0,11.148658145958006,31282.451714405204,4,8,18.297408192956468
Minivan (Sienna/Odyssey),20.572194170293745,120.89369104870114,6.394294365318296,24177.19844046302,5,10,58.90414190894629
Work Truck (F-250/350),11.983984235431581,76.33052401607856,11.952182196902978,20521.691383091395,3,10,51.1955866783516
Used Hearse,12.376789540810654,109.91224011627321,5.739671300726764,14054.346346576644,1,1,45.76643295443733
Tacoma,10.329429146321889,53.65242739573151,14.0,14323.059304804136,8,2,69.29637931122909
Minivan (Sienna/Odyssey),24.388384109492545,81.97408343056213,5.932436545731297,24754.095611143894,5,9,36.45470259484267
